"payment_id","amount","payment_date","customer_id","staff_id","first_name","last_name","email"
18090,4.99,2007-02-18 12:14:00.996,493,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18091,0.99,2007-02-19 03:09:10.996,493,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18092,2.99,2007-02-19 22:29:18.996,493,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18093,2.99,2007-02-16 10:23:21.996,494,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18094,2.99,2007-02-17 15:08:29.996,495,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18095,4.99,2007-02-18 10:53:40.996,495,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18096,7.99,2007-02-19 01:15:05.996,495,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18097,3.99,2007-02-20 17:26:14.996,495,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18098,2.99,2007-02-19 02:33:12.996,496,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18099,8.99,2007-02-17 23:16:09.996,497,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18100,5.99,2007-02-18 06:46:55.996,497,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18101,2.99,2007-02-18 15:08:03.996,497,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18102,4.99,2007-02-19 18:34:18.996,497,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18103,6.99,2007-02-15 04:34:59.996,498,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18104,2.99,2007-02-16 17:49:38.996,498,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18105,2.99,2007-02-18 10:30:13.996,498,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18106,4.99,2007-02-18 17:47:02.996,498,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18107,0.99,2007-02-20 15:05:27.996,498,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18108,0.99,2007-02-21 10:41:07.996,498,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18109,2.99,2007-02-15 11:42:25.996,499,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18110,4.99,2007-02-15 22:56:17.996,499,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18111,4.99,2007-02-16 20:47:09.996,499,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18112,1.99,2007-02-21 01:22:58.996,499,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18113,5.99,2007-02-15 13:23:22.996,500,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18114,5.99,2007-02-15 14:17:07.996,500,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18115,3.99,2007-02-17 23:48:52.996,500,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18116,6.99,2007-02-18 23:31:33.996,500,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18117,2.99,2007-02-20 07:48:55.996,500,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18118,5.99,2007-02-21 00:18:55.996,501,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18119,7.99,2007-02-21 15:12:57.996,501,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18120,7.99,2007-02-16 11:18:27.996,502,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18121,0.99,2007-02-18 15:50:54.996,502,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18122,0.99,2007-02-20 02:01:03.996,502,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18123,4.99,2007-02-17 18:03:52.996,503,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18124,2.99,2007-02-18 02:04:06.996,503,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18125,0.99,2007-02-21 17:14:34.996,503,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18126,1.99,2007-02-19 13:20:21.996,504,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18127,6.99,2007-02-20 03:45:48.996,504,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18128,5.99,2007-02-16 18:45:46.996,505,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18129,4.99,2007-02-17 02:04:28.996,505,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18130,7.99,2007-02-19 16:32:44.996,505,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18131,5.99,2007-02-20 18:09:54.996,505,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18132,6.99,2007-02-15 17:42:11.996,506,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18133,2.99,2007-02-15 19:15:36.996,506,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18134,0.99,2007-02-16 01:41:35.996,506,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18135,9.99,2007-02-19 15:24:57.996,506,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18136,6.99,2007-02-19 19:00:11.996,506,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18137,4.99,2007-02-15 08:34:41.996,507,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18138,4.99,2007-02-17 20:26:39.996,507,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18139,4.99,2007-02-18 05:24:32.996,507,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18140,4.99,2007-02-16 08:41:23.996,508,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18141,2.99,2007-02-15 05:49:47.996,509,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18142,4.99,2007-02-20 02:38:42.996,509,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18143,5.99,2007-02-15 17:00:56.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18144,0.99,2007-02-16 16:00:50.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18145,0.99,2007-02-17 04:45:13.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18146,8.99,2007-02-19 13:34:41.996,510,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18147,0.99,2007-02-19 17:59:14.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18148,0.99,2007-02-19 18:33:48.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18149,8.99,2007-02-21 09:54:55.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18150,5.99,2007-02-21 20:38:27.996,510,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18151,2.99,2007-02-15 06:50:05.996,511,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18152,2.99,2007-02-15 21:01:50.996,511,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18153,10.99,2007-02-20 06:07:59.996,511,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18154,4.99,2007-02-21 11:32:03.996,511,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18155,6.99,2007-02-14 22:57:03.996,512,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18156,4.99,2007-02-17 11:39:25.996,512,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18157,2.99,2007-02-18 12:05:58.996,512,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18158,2.99,2007-02-16 04:54:01.996,513,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18159,7.99,2007-02-18 06:03:03.996,513,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18160,1.99,2007-02-19 14:16:59.996,513,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18161,4.99,2007-02-16 10:58:45.996,514,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18162,3.99,2007-02-17 10:08:24.996,514,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18163,0.99,2007-02-18 11:59:41.996,514,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18164,0.99,2007-02-19 17:16:47.996,514,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18165,2.99,2007-02-20 14:03:50.996,514,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18166,0.99,2007-02-21 12:45:14.996,514,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18167,4.99,2007-02-15 03:37:06.996,515,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18168,5.99,2007-02-15 23:09:00.996,515,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18169,4.99,2007-02-17 10:09:01.996,515,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18170,4.99,2007-02-18 19:53:49.996,515,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18171,0.99,2007-02-18 22:21:41.996,515,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18172,3.99,2007-02-20 12:20:29.996,515,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18173,4.99,2007-02-14 21:23:39.996,516,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18174,1.99,2007-02-15 00:28:17.996,516,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18175,10.99,2007-02-16 13:20:28.996,516,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18176,0.99,2007-02-17 11:01:56.996,516,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18177,0.99,2007-02-20 12:30:48.996,516,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18178,2.99,2007-02-21 17:15:14.996,516,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18179,4.99,2007-02-16 08:03:11.996,517,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18180,8.99,2007-02-16 19:28:46.996,517,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18181,4.99,2007-02-16 23:00:01.996,517,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18182,2.99,2007-02-19 00:07:05.996,517,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18183,0.99,2007-02-20 16:25:06.996,517,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18184,5.99,2007-02-16 00:30:03.996,518,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18185,0.99,2007-02-21 06:33:53.996,518,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18186,2.99,2007-02-17 06:11:11.996,519,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18187,8.99,2007-02-18 21:56:53.996,519,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18188,5.99,2007-02-20 07:52:11.996,519,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18189,0.99,2007-02-15 15:34:02.996,520,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18190,6.99,2007-02-17 22:37:27.996,520,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18191,4.99,2007-02-19 16:27:53.996,520,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18192,0.99,2007-02-16 16:18:23.996,521,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18193,0.99,2007-02-17 13:48:00.996,521,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18194,3.99,2007-02-15 07:12:35.996,522,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18195,8.99,2007-02-20 15:24:21.996,522,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18196,2.99,2007-02-20 21:38:53.996,522,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18197,0.99,2007-02-20 22:15:05.996,522,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18198,6.99,2007-02-16 13:58:13.996,523,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18199,8.99,2007-02-18 17:39:21.996,523,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18200,7.99,2007-02-19 03:30:06.996,523,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18201,0.99,2007-02-19 09:57:18.996,523,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18202,1.99,2007-02-15 08:27:50.996,524,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18203,4.99,2007-02-16 07:53:04.996,524,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18204,2.99,2007-02-21 19:40:39.996,524,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18205,2.99,2007-02-16 16:41:20.996,525,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18206,4.99,2007-02-15 04:42:11.996,526,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18207,0.99,2007-02-16 22:35:33.996,526,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18208,7.99,2007-02-17 00:18:02.996,526,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18209,2.99,2007-02-17 07:54:15.996,526,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18210,2.99,2007-02-17 08:32:00.996,526,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18211,4.99,2007-02-18 14:25:19.996,526,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18212,2.99,2007-02-19 19:19:59.996,526,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18213,6.99,2007-02-20 03:19:45.996,526,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18214,6.99,2007-02-21 09:05:37.996,526,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18215,2.99,2007-02-15 14:57:08.996,527,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18216,0.99,2007-02-18 15:57:23.996,527,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18217,0.99,2007-02-18 20:48:37.996,527,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18218,2.99,2007-02-19 00:27:05.996,527,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18219,2.99,2007-02-17 01:13:36.996,528,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18220,4.99,2007-02-17 11:07:10.996,528,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18221,1.99,2007-02-15 02:50:18.996,529,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18222,0.99,2007-02-16 10:36:46.996,529,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18223,0.99,2007-02-21 09:58:15.996,529,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18224,1.99,2007-02-15 06:21:01.996,530,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18225,0.99,2007-02-15 21:39:36.996,530,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18226,2.99,2007-02-17 22:04:53.996,530,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18227,2.99,2007-02-20 06:26:20.996,531,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18228,4.99,2007-02-16 11:08:49.996,532,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18229,3.99,2007-02-19 18:55:18.996,532,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18230,5.99,2007-02-15 16:25:30.996,533,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18231,0.99,2007-02-16 08:00:03.996,533,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18232,0.99,2007-02-16 23:42:04.996,533,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18233,2.99,2007-02-17 07:06:21.996,533,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18234,6.99,2007-02-19 16:22:48.996,533,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18235,0.99,2007-02-20 05:15:49.996,533,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18236,4.99,2007-02-16 05:04:59.996,534,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18237,2.99,2007-02-16 09:08:43.996,534,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18238,0.99,2007-02-18 16:41:58.996,534,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18239,1.99,2007-02-20 23:33:45.996,534,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18240,4.99,2007-02-20 23:48:03.996,534,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18241,4.99,2007-02-16 12:53:35.996,535,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18242,4.99,2007-02-21 00:48:50.996,535,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18243,4.99,2007-02-16 03:00:23.996,536,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18244,2.99,2007-02-17 07:37:24.996,536,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18245,2.99,2007-02-18 15:01:48.996,536,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18246,2.99,2007-02-15 17:38:33.996,537,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18247,2.99,2007-02-17 23:39:02.996,537,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18248,8.99,2007-02-19 03:33:37.996,537,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18249,8.99,2007-02-20 17:57:35.996,537,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18250,5.99,2007-02-15 08:50:11.996,538,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18251,4.99,2007-02-17 03:46:58.996,538,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18252,4.99,2007-02-19 10:46:43.996,538,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18253,2.99,2007-02-20 21:47:59.996,538,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18254,3.99,2007-02-15 06:53:59.996,539,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18255,0.99,2007-02-15 09:40:05.996,539,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18256,4.99,2007-02-15 17:36:42.996,539,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18257,2.99,2007-02-15 05:25:05.996,540,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18258,4.99,2007-02-15 07:21:10.996,540,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18259,2.99,2007-02-19 07:54:39.996,540,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18260,3.99,2007-02-20 05:07:37.996,540,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18261,3.99,2007-02-21 09:05:49.996,540,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18262,2.99,2007-02-17 09:03:25.996,541,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18263,6.99,2007-02-19 12:27:31.996,541,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18264,4.99,2007-02-19 05:44:46.996,542,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18265,10.99,2007-02-20 05:22:13.996,542,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18266,4.99,2007-02-16 13:28:40.996,543,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18267,2.99,2007-02-18 16:09:10.996,543,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18268,4.99,2007-02-20 12:44:05.996,543,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18269,2.99,2007-02-20 17:10:13.996,543,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18270,5.99,2007-02-21 20:47:51.996,543,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18271,1.99,2007-02-15 04:02:18.996,544,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18272,10.99,2007-02-15 16:59:12.996,544,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18273,0.99,2007-02-18 13:06:23.996,544,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18274,2.99,2007-02-18 14:13:41.996,544,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18275,2.99,2007-02-17 19:16:56.996,545,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18276,1.99,2007-02-14 23:10:43.996,546,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18277,0.99,2007-02-15 15:00:25.996,546,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18278,3.99,2007-02-16 17:59:25.996,546,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18279,5.99,2007-02-18 11:47:31.996,546,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18280,8.99,2007-02-17 11:13:05.996,547,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18281,1.99,2007-02-15 09:36:05.996,548,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18282,2.99,2007-02-18 05:15:20.996,548,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18283,0.99,2007-02-20 06:53:42.996,548,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18284,2.99,2007-02-17 13:35:56.996,549,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18285,6.99,2007-02-15 02:47:03.996,550,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18286,3.99,2007-02-17 00:00:12.996,550,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18287,4.99,2007-02-17 01:47:17.996,550,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18288,2.99,2007-02-20 19:13:06.996,550,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18289,9.99,2007-02-21 01:16:09.996,550,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18290,10.99,2007-02-21 03:46:53.996,550,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18291,4.99,2007-02-17 14:48:05.996,551,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18292,3.99,2007-02-19 16:44:50.996,551,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18293,0.99,2007-02-18 07:53:16.996,552,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18294,4.99,2007-02-21 13:58:37.996,552,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18295,3.99,2007-02-16 23:57:56.996,553,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18296,8.99,2007-02-18 18:22:39.996,553,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18297,6.99,2007-02-20 15:26:45.996,553,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18298,4.99,2007-02-17 07:22:36.996,554,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18299,6.99,2007-02-18 05:06:48.996,554,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18300,2.99,2007-02-21 04:09:56.996,554,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18301,6.99,2007-02-21 06:33:58.996,554,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18302,1.99,2007-02-21 00:59:03.996,555,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18303,6.99,2007-02-17 16:40:42.996,556,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18304,5.99,2007-02-19 04:08:37.996,556,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18305,0.99,2007-02-20 07:18:54.996,556,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18306,4.99,2007-02-20 14:34:40.996,556,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18307,6.99,2007-02-21 18:00:06.996,556,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18308,0.99,2007-02-16 08:45:45.996,557,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18309,6.99,2007-02-20 07:27:34.996,557,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18310,3.99,2007-02-20 11:31:29.996,557,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18311,4.99,2007-02-17 07:48:18.996,558,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18312,1.99,2007-02-18 15:24:20.996,558,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18313,4.99,2007-02-19 00:44:43.996,558,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18314,4.99,2007-02-20 09:23:34.996,558,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18315,10.99,2007-02-21 19:39:05.996,558,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18316,4.99,2007-02-19 03:02:41.996,559,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18317,0.99,2007-02-19 12:25:17.996,559,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18318,4.99,2007-02-20 11:11:25.996,559,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18319,1.99,2007-02-21 11:55:27.996,559,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18320,4.99,2007-02-15 06:00:50.996,560,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18321,1.99,2007-02-16 01:51:48.996,560,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18322,2.99,2007-02-14 23:52:46.996,561,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18323,2.99,2007-02-15 20:41:16.996,561,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18324,4.99,2007-02-16 05:49:56.996,561,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18325,4.99,2007-02-17 19:03:08.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18326,5.99,2007-02-18 11:28:07.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18327,0.99,2007-02-19 01:14:01.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18328,4.99,2007-02-20 04:37:02.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18329,4.99,2007-02-20 19:49:17.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18330,0.99,2007-02-21 16:59:35.996,561,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18331,3.99,2007-02-17 09:53:23.996,562,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18332,4.99,2007-02-19 12:22:56.996,562,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18333,3.99,2007-02-19 14:50:06.996,562,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18334,4.99,2007-02-21 01:24:50.996,562,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18335,4.99,2007-02-15 23:59:49.996,563,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18336,0.99,2007-02-19 02:51:44.996,563,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18337,2.99,2007-02-16 12:28:08.996,564,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18338,4.99,2007-02-15 18:55:28.996,565,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18339,5.99,2007-02-18 08:11:08.996,565,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18340,5.99,2007-02-21 05:53:27.996,565,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18341,5.99,2007-02-16 06:55:22.996,566,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18342,4.99,2007-02-17 08:40:41.996,566,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18343,0.99,2007-02-18 12:28:57.996,566,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18344,4.99,2007-02-21 12:23:24.996,566,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18345,4.99,2007-02-19 11:27:19.996,567,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
18346,2.99,2007-02-20 08:58:25.996,567,1,Mike,Hillyer,Mike.Hillyer@sakilastaff.com
18347,4.99,2007-02-16 08:35:36.996,568,2,Jon,Stephens,Jon.Stephens@sakilastaff.com
